# Residuals                 
# Time                      	p                           	Ux                          	Uy                          	e                           	k                           	omega                       
3.26493e-08                 	1.34627438754424578491e-09	6.03137218958422310672e-11	6.84185303371408929800e-10	4.65071154464682485329e-08	5.32332235874287407535e-07	2.15450244707010264120e-11
3.27399e-08                 	1.14266117112287690120e-09	4.53699945707307544943e-11	2.98438108471940788857e-10	4.04133058604052091734e-08	4.51159060085693373084e-07	1.82536450598054868754e-11
3.28224e-08                 	1.04254479050917292537e-09	4.69878564491709768583e-11	3.97291873118853208071e-10	3.60696685180305189651e-08	4.10302097428365841260e-07	1.51680919222246092628e-11
3.29017e-08                 	1.00465306090960546216e-09	4.06337907192352000777e-11	2.69249709929338847214e-10	3.38670181094675939001e-08	3.97874418618523086112e-07	1.59698566922418234403e-11
3.29418e-08                 	5.18436292942465834730e-10	2.04830690176801464073e-11	1.53900389296360969059e-10	1.87865112150385317532e-08	2.01232508728158809582e-07	8.07696399879157619982e-12
3.29705e-08                 	3.77274111193050701897e-10	1.34826837397771896511e-11	1.03717495959292393879e-10	1.57604233268685313913e-08	1.43842955873981269271e-07	5.77519992799789785049e-12
3.29982e-08                 	3.65554040256885074788e-10	1.27099337922458161969e-11	1.01175001854027466477e-10	1.64430336245250427675e-08	1.39031120405385952971e-07	5.58202803191530289114e-12
3.30315e-08                 	4.34523567554158704161e-10	1.41900519312731875207e-11	9.83210350527170080394e-11	1.83591677676495151988e-08	1.65526344479485022480e-07	6.69595304026924771003e-12
3.30714e-08                 	5.16744596870186825658e-10	1.67835247113281365513e-11	1.21485176152594110443e-10	2.07518195957329870281e-08	1.98633601177787092691e-07	8.02269730556440661138e-12
3.31088e-08                 	4.84958351250989328737e-10	1.63761877333878713352e-11	1.23239891907996185079e-10	2.02651178379931608921e-08	1.86201072514430674485e-07	7.51577535221875634310e-12
3.31376e-08                 	3.78347846280083511881e-10	1.49753898572086908046e-11	1.15994973643628601090e-10	1.72629386196578421188e-08	1.42215217460321642995e-07	4.74258200896824587039e-12
3.31657e-08                 	3.68271969950318083199e-10	1.42468161990877053106e-11	1.08966131442103463183e-10	1.49539149358291499971e-08	1.38613993517539699069e-07	4.61981736270627583364e-12
3.31973e-08                 	4.11151226277709909357e-10	1.56018863863330503151e-11	1.18813559795327406519e-10	1.60380912365088111493e-08	1.55785556876538036571e-07	5.19208417245724014551e-12
3.32331e-08                 	4.61504311324157732301e-10	2.43159301127370718963e-11	1.51002796039882830347e-10	1.78075750937525843483e-08	1.76615410803997534457e-07	5.88648205697112938472e-12
3.32723e-08                 	5.03023534508756475758e-10	2.61101433518014939273e-11	1.64505294574737981968e-10	1.89847517186926998034e-08	1.93267914018062805150e-07	6.44170710134129513893e-12
3.33172e-08                 	5.74622378180769251096e-10	2.51483038111211056363e-11	1.59400874195001509845e-10	2.12647345613296772068e-08	2.21447785190824796627e-07	7.38125014334834904309e-12
3.33628e-08                 	5.83763459121072276393e-10	2.52475871081911848967e-11	1.59975067955260252415e-10	2.12248559883071405233e-08	2.25119983544002289444e-07	7.50360010510892324347e-12
3.34106e-08                 	6.10546850073244728525e-10	2.61213765410364163704e-11	1.66264426784002416597e-10	2.19253298333310793649e-08	2.35703041755666381355e-07	7.85608202844699908046e-12
3.34598e-08                 	6.29907198487900797701e-10	2.18148043142164312434e-11	1.24878852543889963585e-10	2.25842610861986745667e-08	2.43076567360590995875e-07	8.10232935640091936710e-12
3.35139e-08                 	6.90931643854427745462e-10	2.51499109608581999312e-11	1.56012523519954748915e-10	2.43271543476090001519e-08	2.66561151814826338200e-07	8.88549359484261046289e-12
3.35768e-08                 	8.00732679183444864646e-10	2.42065682535188757211e-11	1.09173345135605541840e-10	2.81732251593271645326e-08	3.10245295705758592905e-07	1.03424355557222080431e-11
3.36461e-08                 	8.78951105389194795986e-10	3.06085279665128804148e-11	1.57674637798014810409e-10	3.10885112026816643054e-08	3.42341969582227871807e-07	1.14130883567324521340e-11
3.37267e-08                 	1.01653394585185737505e-09	3.51925962360800830449e-11	1.76477103054613212827e-10	3.60003023214534322846e-08	3.97377099371699220336e-07	1.32492857511459835658e-11
3.38144e-08                 	1.10475990964896546600e-09	3.96543543387775710014e-11	2.45527843108622986091e-10	3.85973369148836672055e-08	4.32888951192364531003e-07	1.44346587884284475485e-11
3.38939e-08                 	1.00202481383452781203e-09	3.71319717736302894455e-11	2.12055889494885759941e-10	3.49283033327508722425e-08	3.92138419079569902966e-07	1.30758486851984344839e-11
3.39681e-08                 	9.35888589556204662864e-10	3.99955817628080853129e-11	2.20497481655002555476e-10	3.20849987214372958275e-08	3.65750229350347901194e-07	1.21968924439533807513e-11
3.40413e-08                 	9.26046040284181478401e-10	3.91658809541060608079e-11	2.18819150569141685753e-10	3.12261759424552229298e-08	3.61470132420788626427e-07	1.20561634763603915980e-11
3.41119e-08                 	8.93851710609625325405e-10	3.73633316498514336708e-11	2.09928798932333036569e-10	3.03194202477057492273e-08	3.48055820330669472118e-07	1.16114279250227672027e-11
3.41821e-08                 	8.91137478962320769787e-10	3.54730011518443706948e-11	1.88493107467840872682e-10	3.02930256702638779799e-08	3.46419816482534310150e-07	1.15609356268996442183e-11
3.42472e-08                 	8.29190042467610027546e-10	3.55637092454375351851e-11	1.85718209510505242101e-10	2.82207819564712928648e-08	3.21039673479638070697e-07	1.07198166786293255754e-11
3.43094e-08                 	7.95010483786315955477e-10	3.23152699947835869015e-11	1.50260387951631955560e-10	2.68568598361129272926e-08	3.07285481678615228580e-07	1.02706593189002156672e-11
3.43687e-08                 	7.56128345537307392068e-10	2.79185847357007172569e-11	1.31440330568547792426e-10	2.52949159945023844826e-08	2.92659438985293289155e-07	9.80061250273800418680e-12
3.44226e-08                 	6.87905599550411412855e-10	2.51244224694362837464e-11	1.16222409172735980083e-10	2.28837547668831851572e-08	2.65848555178240627793e-07	8.93418848903422925236e-12
3.44754e-08                 	6.76032488287547761149e-10	2.14898664679460844225e-11	1.16555244495113301917e-10	2.23907137881650834883e-08	2.60815520131889147874e-07	8.78121929339425560344e-12
3.45298e-08                 	6.95056845173920807689e-10	2.45926625221647873439e-11	1.30780918893655030585e-10	2.33191458291948123611e-08	2.68539504797581200299e-07	9.04922447459444183291e-12
3.45853e-08                 	7.07040803748015757540e-10	2.48860876308718902909e-11	1.35409543786604122569e-10	2.35144613812086761360e-08	2.73649388711076769598e-07	9.23111962330676707701e-12
3.46429e-08                 	7.33272263837803846790e-10	2.66562715679948969581e-11	1.38261246230210831353e-10	2.43506276194740529755e-08	2.84363514814591772378e-07	9.60469436170807597793e-12
3.47055e-08                 	7.97363610150525755586e-10	2.75422107480175655950e-11	1.45949238070244678723e-10	2.66347364031856134475e-08	3.09259627720553009584e-07	1.04633271343148574146e-11
3.47756e-08                 	8.87920463998538299071e-10	2.70945653186663215286e-11	1.24918314166009710236e-10	2.97856523516986190507e-08	3.46275565842932520531e-07	1.17449099143392262313e-11
3.48536e-08                 	9.85000695197021501967e-10	3.13048670321106630276e-11	1.53827327606507011896e-10	3.30761573976674152546e-08	3.84974182637280605422e-07	1.31107611041105678237e-11
3.4941e-08                  	1.10193757175199640574e-09	3.46771185192103043242e-11	1.77459594722004014667e-10	3.85222076515151202204e-08	4.31769149839646069938e-07	1.48193270522997958967e-11
3.50367e-08                 	1.20226329844449819059e-09	2.67572181999325007005e-11	1.27049202366880226339e-10	4.08095005169003395874e-08	4.73383931084939021489e-07	1.65971502079594960989e-11
3.51423e-08                 	1.32574642433060429107e-09	3.53425017406960622086e-11	1.61985195048510265130e-10	4.40313209762287999634e-08	5.25680102505657419860e-07	2.12179190634716003599e-11
3.52586e-08                 	1.45640694776437585511e-09	2.90410507590729351561e-11	1.15098100483073022605e-10	4.82826363137937904276e-08	5.75435696889205050988e-07	2.07323080589011082360e-11
3.53851e-08                 	1.58349638143530908072e-09	3.00095296340886508667e-11	1.04892387257430187772e-10	5.13792142627384781999e-08	6.30108480939185857842e-07	2.53999478184354483983e-11
3.55212e-08                 	1.69943713351125215497e-09	3.49234371682566411446e-11	1.44887439290066758028e-10	5.67370250086663101896e-08	6.77371686330956271405e-07	2.72643115219773122492e-11
3.56593e-08                 	1.72161171709250959521e-09	1.21504842249910169290e-10	5.04176297077804025807e-10	5.71653755169675935461e-08	6.81453658212954974082e-07	2.28527770717688792656e-11
3.57991e-08                 	1.74347807952718458473e-09	1.61960196937381192883e-10	6.79211866484545811534e-10	6.18023294452791344165e-08	6.90018540422922470455e-07	2.31441376370042617539e-11
3.59367e-08                 	1.71558567408543285732e-09	1.57844380934208312797e-10	7.08316869271121847228e-10	5.72551805393368372071e-08	6.78916519883707957841e-07	2.27703861968355229260e-11
3.60796e-08                 	1.77908165632453955377e-09	1.56450117042959957603e-10	6.71872323956078208318e-10	5.91618531604858304527e-08	7.05273708605909102962e-07	2.36547649220274881859e-11
3.62239e-08                 	1.79685385275884404733e-09	2.70408773376281070362e-11	1.45696940898917194611e-10	5.89261708783775956599e-08	7.12437878904173284481e-07	2.38953984449727105264e-11
3.63544e-08                 	1.62847008658868611247e-09	5.69797684125934648978e-11	2.24269206608096772421e-10	5.19721198154947461587e-08	6.48454662700878454669e-07	2.52402364785074815528e-11
3.64667e-08                 	1.40108598828134956503e-09	6.31820774593574199485e-11	3.35256652952435862056e-10	4.57551482658651622220e-08	5.57517454245812727747e-07	2.15837486605389712853e-11
3.65903e-08                 	1.54228274715366202130e-09	6.82768753981512852010e-11	4.20852037745498962552e-10	5.05322849943056161810e-08	6.14083439069296967876e-07	2.38503295536295990145e-11
3.67282e-08                 	1.73895094604685046864e-09	6.90511612947346382805e-11	4.12121638483348770269e-10	5.64491918476024406936e-08	6.90279258751034275724e-07	2.66523350577905052270e-11
3.67636e-08                 	4.60573705370786092936e-10	1.12190804008867183519e-11	4.69688923773721197022e-11	2.23614276557173126060e-08	1.77580415577817821202e-07	6.93835856355309655332e-12
3.68036e-08                 	5.16405482586727680290e-10	8.17849922954893750036e-12	4.12233945967666825887e-11	2.17932969437351026460e-08	2.00205515536448438789e-07	7.85808033029847164929e-12
3.68389e-08                 	4.58038610321904483996e-10	1.39970424626748987268e-12	1.32093562789074279824e-11	1.94097934653653539524e-08	1.77145475523228522077e-07	6.96726454775856646161e-12
3.68784e-08                 	5.10829193106912707623e-10	8.51959544491862704014e-12	4.97039264655898247441e-11	1.97751432185770895872e-08	1.95442760319245991323e-07	6.70454017229229265002e-12
3.69211e-08                 	5.54454628829138282364e-10	1.71900313884226093093e-12	1.72715914291591214056e-11	2.33464770017270365769e-08	2.11990369011788683164e-07	7.43149743508220370200e-12
3.69632e-08                 	5.45747482146983412594e-10	1.68324630701611627587e-12	1.56059506745059834893e-11	2.70152845667530854036e-08	2.09369111727061085830e-07	8.03478926368537113870e-12
3.70104e-08                 	6.09338626665342216317e-10	3.65814406544215009511e-12	3.87131328824759367007e-11	2.59590503999337103053e-08	2.35337466990797316147e-07	9.15566319521375002595e-12
3.70627e-08                 	6.73422555900029834865e-10	1.90435088498149167703e-12	1.73825977408519327149e-11	2.60460009565466877730e-08	2.59779278832313991836e-07	1.00759816068704726652e-11
3.71254e-08                 	8.03008653804771377647e-10	1.91623650518035704262e-12	1.69285430432864347581e-11	3.00704172131832848920e-08	3.11768451485216614407e-07	1.20962061495436996394e-11
3.71953e-08                 	8.89065678094530005247e-10	2.07381470883600541520e-12	1.81278956442858765615e-11	3.25741379923795840851e-08	3.47040922575451392662e-07	1.35122141100094191418e-11
3.72788e-08                 	1.06024519721100966035e-09	2.42323994556304767697e-12	2.09337747728217372899e-11	3.75109808851005776858e-08	4.15112854792505829217e-07	1.61871376982871867462e-11
3.73703e-08                 	1.15482435903920131867e-09	2.40712588452575064773e-12	2.18150353751362098142e-11	4.01708084620693713116e-08	4.51476277168726062558e-07	1.50922889135068927527e-11
3.74784e-08                 	1.35804093149530328879e-09	2.78006356350437559118e-12	2.47915463596787773698e-11	4.61673848053737583205e-08	5.33195461752369056969e-07	1.78632904615905595226e-11
3.7596e-08                  	1.47376198861836028437e-09	2.97529115307759028935e-12	2.62089944728998865126e-11	4.98461221954860400353e-08	5.80460701744640586535e-07	1.95767680420017568836e-11
3.77339e-08                 	1.72148287601905717148e-09	8.70116147352426666825e-12	1.55926913878031663255e-10	5.75286415227558462286e-08	6.83449633896127546901e-07	2.48603339181085579803e-11
3.78741e-08                 	1.74473424176049790604e-09	3.58918398289274993577e-12	3.08061814946123698779e-11	5.84545788353567113721e-08	6.91508564358618088035e-07	2.31195972333771999324e-11
3.8015e-08                  	1.75188197553574416396e-09	4.11287754813891181904e-12	3.36798811827870657066e-11	5.70107237949507387306e-08	6.95667715361386770281e-07	2.33501916036569392366e-11
3.81569e-08                 	1.76197743841151990582e-09	4.04625493797543020861e-12	3.00254051485157381074e-11	5.71902535657966104284e-08	7.05740688618182511493e-07	2.83092054365480581813e-11
3.82996e-08                 	1.77075932724271286003e-09	3.11678425972453965612e-12	2.63893384942014104498e-11	5.84966542134513099498e-08	7.04384977712616878499e-07	2.35086172156950263699e-11
3.84432e-08                 	1.78155367652914019210e-09	3.08790087200538716907e-12	2.60536891370736470960e-11	5.71676718779978285944e-08	7.08820322476931026800e-07	2.36783613589644390896e-11
3.85879e-08                 	1.79138182290473954929e-09	2.78069730721085339906e-12	2.38530893237186319099e-11	5.67013808028191191377e-08	7.13759465226317116939e-07	2.38874683025880607527e-11
3.87336e-08                 	1.80378327046870849164e-09	3.98407954257281299948e-12	2.95524416860550093797e-11	5.69733717479398721836e-08	7.19568376997438697520e-07	2.42842270382380681784e-11
3.88807e-08                 	1.81825420616957322826e-09	4.80902628415918596606e-12	6.82368490802743873859e-11	5.72194000997114805929e-08	7.31653072146049699097e-07	2.94435176222125123840e-11
3.90291e-08                 	1.83618358978651608697e-09	6.63431100994985711114e-12	1.10260649525795917429e-10	5.75875431382216909105e-08	7.32430364136175367565e-07	2.45383704178314222088e-11
3.91789e-08                 	1.85298516685773215846e-09	5.23869442085989105492e-12	1.03292978558153999076e-10	5.81122168475027268143e-08	7.41927576105386272842e-07	2.68716364007596696022e-11
3.93302e-08                 	1.87163989129301780448e-09	5.38041171530121147137e-12	1.02806923725965803297e-10	5.82290588721731995712e-08	7.52499291142796696046e-07	3.01592186121691423067e-11
3.94828e-08                 	1.88861733059067513287e-09	4.06721470722717544220e-12	9.33231608814100007417e-11	5.92387323535629267778e-08	7.59116260620880731830e-07	3.03064340486837727364e-11
3.96367e-08                 	1.90415279464281434072e-09	4.00187466046874901126e-12	9.22112205518975451202e-11	5.96760426223620286277e-08	7.65466076513696039382e-07	3.05095825569117463070e-11
3.97918e-08                 	1.92040388329525969542e-09	6.73331570037365962799e-12	1.07059993536141617287e-10	5.96537966261635878020e-08	7.71460903423123550322e-07	3.06406436778831068119e-11
3.99482e-08                 	1.94631526767026956293e-09	1.00855198200851839329e-11	1.39921126681858120596e-10	6.00764216854924549512e-08	7.77337805735705901069e-07	3.07892621598356105040e-11
4.00731e-08                 	1.56511443155029970339e-09	8.10254774095272210378e-12	1.09193187744071835506e-10	4.87496241218930462422e-08	6.20999192282098919218e-07	2.46247747330134872690e-11
4.02017e-08                 	1.61369356657953063781e-09	8.27041347088209587359e-12	1.12797955005022372164e-10	5.14638781047350127554e-08	6.39614265996072795895e-07	2.54585097763933875649e-11
4.03475e-08                 	1.82505659513093166153e-09	6.67167409739418632056e-12	1.14776741624574304542e-10	6.03026906636335136497e-08	7.25206060824923714648e-07	2.88649988828650065852e-11
4.04829e-08                 	1.69461575636070310963e-09	5.87224998876718106048e-12	1.02083705474722854544e-10	5.54229863894825656095e-08	6.68127670655575661245e-07	2.22785409402193993195e-11
4.062e-08                   	1.72423402977904631986e-09	8.93653474541026559180e-12	1.15907881594676506693e-10	5.42344067497931395729e-08	6.78662920228767738342e-07	2.25645160224337103088e-11
4.06884e-08                 	8.69192099702033022010e-10	1.93947020946121200501e-12	4.57888161657132337533e-11	2.75421567206383396343e-08	3.37630053109984918852e-07	1.12487745646811393120e-11
4.07704e-08                 	1.03999698857277363618e-09	2.26324559148445060588e-12	5.26714250849783833754e-11	3.14444278803122172733e-08	4.05054673270837039222e-07	1.35032187673846986026e-11
4.0867e-08                  	1.22089651139649713677e-09	2.35327023440103191750e-12	5.50229962382253008360e-11	3.65269985659274276918e-08	4.77097935724424270495e-07	1.59029484396881165927e-11
4.09549e-08                 	1.11311249895571494400e-09	2.07713048005153861301e-12	4.86604795258454121106e-11	3.37305087345341420441e-08	4.33749156855061799034e-07	1.44721294094832178950e-11
4.10576e-08                 	1.29491417235027778072e-09	2.12936905419702906463e-11	4.50200140854578808920e-10	3.86460756930770475927e-08	5.06471844846900148792e-07	1.69110160132716198553e-11
4.11808e-08                 	1.54774714307416487628e-09	2.25517712947701187557e-11	4.83087802523966023944e-10	4.58643533739113949202e-08	6.07778186867975616129e-07	2.03068331431170798211e-11
4.13262e-08                 	1.81800067243712287452e-09	2.61609845845361747990e-11	5.67933078291804094393e-10	5.40192752989142019514e-08	7.17458365838770423943e-07	2.39972697864816088653e-11
4.14944e-08                 	2.10059366116969237435e-09	3.31498683685549986901e-11	6.70423067954802422033e-10	6.15984559006879477413e-08	8.30387477408368896846e-07	2.78399318553338435109e-11
4.16778e-08                 	2.28755856047392248629e-09	3.66003139169111116803e-11	7.52673914183580504953e-10	6.65089340676711982304e-08	9.05187265522919918742e-07	3.06960347825961004848e-11
4.18612e-08                 	2.29005090033141843676e-09	3.69457068163926734681e-11	7.58149192387559461644e-10	6.72513720851540458972e-08	9.12772052626526679053e-07	3.68064166611171049579e-11
4.19342e-08                 	9.21435170161929564860e-10	1.49964394935140376172e-11	3.31417123511460666300e-10	2.68872189929702632815e-08	3.63309433369346860484e-07	1.46787322510217082938e-11
4.20003e-08                 	8.38521307799922764007e-10	1.48806917837505343731e-11	3.08235257361452086873e-10	2.42262513435205532082e-08	3.29327958795028620758e-07	1.33113114282986207584e-11
4.2071e-08                  	8.93435667184445539768e-10	1.53691665951657316192e-11	3.08263776455290276570e-10	2.52924937132689193254e-08	3.51774656636104572359e-07	1.42190232761398383275e-11
4.21515e-08                 	1.01688219186601621223e-09	1.74139888953164354853e-11	3.40995877217714431499e-10	2.84124688081398448031e-08	4.00939456064615353386e-07	1.62050636277518240018e-11
4.22445e-08                 	1.17038619442941726041e-09	2.17751209112417196875e-11	3.76136260541598049538e-10	3.24988149385356523645e-08	4.62635866755420938716e-07	1.86944166112596235757e-11
4.23448e-08                 	1.26352396263732854367e-09	2.08634003216057874681e-11	3.94538334925446563992e-10	3.62798255946284233808e-08	4.99271527525313717436e-07	2.01731745264679478616e-11
4.24556e-08                 	1.39317121886779396637e-09	2.25456793170904425676e-11	4.22407455941702194272e-10	3.96623719121724052489e-08	5.51590925461759427199e-07	2.22849238616155352434e-11
4.25794e-08                 	1.55483165279352273015e-09	2.46368717108546440499e-11	4.53203457504825091704e-10	4.39540251121293372098e-08	6.16318128132252059669e-07	2.48975784581757066953e-11
4.27153e-08                 	1.70372384051057467901e-09	2.68676220177476323170e-11	4.89254310375687659949e-10	4.77549039001628095989e-08	6.76306466955551570006e-07	2.73227806572806918842e-11
4.286e-08                   	1.81351549506178734194e-09	3.20887222346397858350e-11	5.37517444091249776632e-10	4.98586773625904223332e-08	7.19993635303945684147e-07	2.90897013684989221249e-11
4.29938e-08                 	1.68174681356103007832e-09	5.02216494020814750364e-11	6.05781183941061532463e-10	4.64572432727760998445e-08	6.66238878606263800778e-07	2.69103587230589561939e-11
4.30995e-08                 	1.33292891198745586795e-09	3.82392918224569456613e-11	4.73896418625111219768e-10	3.61206408994042274600e-08	5.21917844035252417962e-07	1.74464169700623090753e-11
4.32264e-08                 	1.59573901760489718233e-09	2.70432479109760553411e-11	3.40484760983996225128e-10	4.27669735595501069668e-08	6.26422071459032209818e-07	2.09617007604784063977e-11
4.33787e-08                 	1.91217318646188461669e-09	4.91732610729238988911e-11	6.02893055602083711308e-10	5.05421487392564728014e-08	7.57120786846936847187e-07	2.51980940575831888017e-11
4.34744e-08                 	1.21440202525218802152e-09	2.99515653569176964352e-11	7.93113359738019843925e-10	3.23781596380636936857e-08	4.73040095161963214476e-07	1.58525243661359354728e-11
4.3558e-08                  	1.06946025331007201950e-09	2.92058771891767746104e-11	9.76806687506276894075e-10	2.93379591341808693638e-08	4.16257312638047247685e-07	1.68206949014378728444e-11
4.36126e-08                 	7.05293675690153992141e-10	2.09118637119901528488e-11	7.09731184797418188506e-10	2.04946434992753928272e-08	2.71349443228377071870e-07	1.09714882042746932109e-11
4.36715e-08                 	7.59741892818094380882e-10	2.10414304441144768528e-11	7.41473174016556494760e-10	2.16821296401334799794e-08	2.93329435313083555920e-07	1.18601320135388966651e-11
4.37346e-08                 	8.11826981386449280910e-10	2.24433921373402436515e-11	7.88307480454121518662e-10	2.25364431467430348164e-08	3.14161230810664492874e-07	1.26986837648626325239e-11
4.37983e-08                 	8.17661698891882558777e-10	2.37966287903392286467e-11	7.94098410648353291748e-10	2.22918859177642731408e-08	3.17003684493285217049e-07	1.28083871365169641774e-11
4.38682e-08                 	8.93506052628084359970e-10	2.47022192120461384404e-11	8.56401854913060889552e-10	2.46688600379032279680e-08	3.47948067964928463610e-07	1.40407112690156812662e-11
4.3952e-08                  	1.06782923226307610215e-09	3.63250739899917078286e-11	1.31666885894522503855e-09	3.05720701812288994842e-08	4.17326570271413963846e-07	1.68233978262196866416e-11
4.40495e-08                 	1.23660116602711406388e-09	4.28230915835145763081e-11	1.60960687170486360242e-09	3.58765250565349973828e-08	4.85143223845904176783e-07	1.95347947556669850167e-11
4.41477e-08                 	1.24336814361802968825e-09	5.14011602064869854089e-11	1.65159124664113682489e-09	3.55874770444004640407e-08	4.86461972073092626686e-07	1.81284337451809122674e-11
4.42459e-08                 	1.24396232583905916423e-09	7.14916994629700761737e-11	1.73002652922488308782e-09	3.49024583642761051994e-08	4.87815106581821920401e-07	1.88419599676122474013e-11
4.43441e-08                 	1.24204930206788913202e-09	7.04221567359155830258e-11	1.69041803144883347092e-09	3.45064755697824345983e-08	4.85668825053406439719e-07	1.71682133324746874591e-11
4.44422e-08                 	1.24192367909811509623e-09	7.05241117693883020099e-11	1.67114636907725740810e-09	3.42447617980946722737e-08	4.88123264546073287858e-07	1.96438691765846368382e-11
4.45402e-08                 	1.24434383162352989478e-09	7.75258948454352584497e-11	1.69699077618525922950e-09	3.49531019489193619379e-08	4.84906191308806844025e-07	1.71508511709432975033e-11
4.46381e-08                 	1.24558117656494849782e-09	7.73160184314412383312e-11	1.67700545199146232567e-09	3.51573407644655099066e-08	4.86865861352942732911e-07	1.95830347672841819722e-11
4.47336e-08                 	1.21539627467213767130e-09	8.05144343499227983140e-11	1.86389464506991968923e-09	3.58431579191304718336e-08	4.72562115267789982650e-07	1.69019274962571004498e-11
4.48312e-08                 	1.24754849679517684865e-09	8.21903931726137012055e-11	1.89124247622040256688e-09	3.78560420847950639193e-08	4.85724979628832753581e-07	1.95269367667646247102e-11
4.4929e-08                  	1.25558642742681712081e-09	7.44910170895734288997e-11	1.54436137798434941921e-09	4.05674023086596175998e-08	4.85356869645960743412e-07	1.83524418913133474375e-11
4.50106e-08                 	1.04909108379550252039e-09	6.61489375552536192072e-11	1.42446384080915180216e-09	3.54720697599704411957e-08	4.05891935901623448094e-07	1.63291954465789257137e-11
4.50985e-08                 	1.12703335958647655149e-09	5.68172758415384464363e-11	1.43832162710843266833e-09	3.82104685708124058497e-08	4.37490352733968807359e-07	1.75874174239417212846e-11
4.51964e-08                 	1.25253779980135528549e-09	6.59216396918092866879e-11	1.60990507910868567517e-09	4.20206508116034289702e-08	4.87035783589538161961e-07	1.95585717509134102876e-11
4.5294e-08                  	1.24807044830453219097e-09	6.91199008177036785411e-11	1.80446142236652496805e-09	4.25335304295780445191e-08	4.85677120078965149897e-07	1.95036230937192158141e-11
4.53918e-08                 	1.24883704252345554315e-09	1.45188318572788313969e-10	2.09412493655025678504e-09	4.32180509645998295973e-08	4.86277974970932632191e-07	1.95286780594502416663e-11
4.54894e-08                 	1.24671091645349816813e-09	1.14735158007708863730e-10	1.61100832414204401510e-09	4.34879691339132210407e-08	4.85570138397247067626e-07	1.95136378033446066441e-11
4.55871e-08                 	1.25204215326512508262e-09	1.12516801251254506300e-10	1.52894462607512771328e-09	4.38076186036335117199e-08	4.82950720593209292007e-07	1.67284264751680408762e-11
4.56824e-08                 	1.22061952041773530981e-09	1.53915197156202159743e-10	1.57233143323786807040e-09	4.39920600606942851894e-08	4.70368792201047936624e-07	1.59320888651645236106e-11
4.57447e-08                 	8.03875818009178315358e-10	1.06560752162559045604e-10	1.43883335061246160313e-09	2.84432700105142219876e-08	3.07584518208700430958e-07	1.03098516438049288296e-11
4.58091e-08                 	8.28930901976353301649e-10	8.93630367176260820624e-11	5.93859854675509794559e-10	2.83544666796321516444e-08	3.19269681399688887952e-07	1.06002118611442865086e-11
4.58865e-08                 	9.90047485130023251902e-10	1.05742951097360442954e-10	7.09196275045712423290e-10	3.32606795406285420593e-08	3.84512270702505114082e-07	1.27199646809758634704e-11
4.59651e-08                 	1.00917941305778240660e-09	1.07190408312648483461e-10	7.17231265560298711906e-10	3.41360967102779356318e-08	3.91140512144397569382e-07	1.29669583655082731007e-11
4.60271e-08                 	8.00058473985385695049e-10	8.01368847890632042069e-11	8.43461255984077137439e-10	2.71414438952198180642e-08	3.08089852793336240296e-07	1.01977403307918309128e-11
4.6083e-08                  	7.22247300073803050294e-10	7.61620990153131182843e-11	7.98206188089858464152e-10	2.56130028986369999652e-08	2.78141756087893953735e-07	9.25443457478447461138e-12
4.6139e-08                  	7.26854392572390609652e-10	6.26021032063940106373e-11	7.09878281735513250342e-10	2.46481330315474173331e-08	2.76515207119008997238e-07	9.33277959969258478138e-12
4.6201e-08                  	8.01006210120754286032e-10	6.89757591186329557771e-11	7.26613731694431514791e-10	2.91175972625956425413e-08	3.06268554443425028003e-07	1.04131116049512631909e-11
4.62732e-08                 	9.27271180034831467096e-10	5.19660341149938869526e-11	8.13562181696532157274e-10	3.13177312074406781400e-08	3.56694042952732810116e-07	1.34945008567042087859e-11
4.63545e-08                 	1.04774508190239673838e-09	5.84008349489263378353e-11	1.03507694020597616543e-09	3.54417836348424069636e-08	4.04416676560338741387e-07	1.76564910405761790964e-11
4.64215e-08                 	8.68073494851299849917e-10	4.81536529859282799023e-11	8.48638810232065056461e-10	2.94706793852961896675e-08	3.30575669716677169374e-07	1.21518358976049870950e-11
4.65019e-08                 	1.03747124599838177026e-09	3.09591996587760734757e-11	7.05427969274521416628e-10	3.57256202872755549007e-08	3.98764672189203932148e-07	1.45323470063568715515e-11
4.65984e-08                 	1.24023038612673737703e-09	2.48403377243241856172e-11	6.03110673717747324707e-10	4.23289871075902247629e-08	4.79081970578941538684e-07	1.74672803524931070844e-11
4.67126e-08                 	1.46782753975397382975e-09	6.16882808916388537952e-11	1.70942665716393493163e-09	5.07240427946184475024e-08	5.63736383732158602955e-07	2.07009144356468813977e-11
4.67716e-08                 	7.68924039226226276303e-10	1.74003906788064068140e-11	4.42268644520812281965e-10	2.74616550649822572872e-08	2.93690058365335927868e-07	1.42232165322258169211e-11
4.68314e-08                 	7.81086624344834178535e-10	1.91444422099109905430e-11	4.12354145895872519306e-10	2.71643377365217720737e-08	2.97771712746741349846e-07	1.44240832138857616893e-11
4.68901e-08                 	7.66195176743092076235e-10	1.86247375243627250394e-11	3.99039043395343680374e-10	2.63222771745430945286e-08	2.91858244261770136120e-07	1.41426719586506809710e-11
4.69485e-08                 	7.64195043279201758230e-10	1.83540689858778198443e-11	3.88840837630696430576e-10	2.57476067126197374527e-08	2.90785097665231487132e-07	1.40931181735322820926e-11
