 Part 2.

  A specification of experimentally based turbulent viscosities and
turbulent length scales in the bulk of the flow. The values beyond
3.0 diameters were obtained from a k-e solution in that region.

  To obtain a value at any arbitary point use bilinear interpolation
between the four surrounding points. The (FORTRAN) format used to read
these numbers should be: 4E13.3

    Axial        Radial       Turbulent    Length
    position     position     viscosity    scale
   5.1500E+00   3.6000E-01   3.1310E-03   4.0441E-02
   5.1500E+00   3.8000E-01   2.8138E-03   3.7487E-02
   5.1500E+00   4.0000E-01   2.4414E-03   3.3752E-02
   5.1500E+00   4.2000E-01   2.0134E-03   2.9207E-02
   5.1500E+00   4.4000E-01   1.5205E-03   2.3297E-02
   5.1500E+00   4.6000E-01   9.6097E-04   1.5825E-02
   5.1500E+00   4.8000E-01   3.6183E-04   6.5639E-03
   5.1500E+00   5.0000E-01   0.0          0.0
   5.2500E+00   0.0          4.8113E-03   5.3000E-02
   5.2500E+00   2.0000E-02   4.8076E-03   5.2990E-02
   5.2500E+00   4.0000E-02   4.7963E-03   5.2933E-02
   5.2500E+00   6.0000E-02   4.7775E-03   5.2827E-02
   5.2500E+00   8.0000E-02   4.7512E-03   5.2674E-02
   5.2500E+00   1.0000E-01   4.7153E-03   5.2468E-02
   5.2500E+00   1.2000E-01   4.6707E-03   5.2211E-02
   5.2500E+00   1.4000E-01   4.6176E-03   5.1902E-02
   5.2500E+00   1.6000E-01   4.5560E-03   5.1543E-02
   5.2500E+00   1.8000E-01   4.4823E-03   5.1114E-02
   5.2500E+00   2.0000E-01   4.3944E-03   5.0585E-02
   5.2500E+00   2.2000E-01   4.2933E-03   4.9958E-02
   5.2500E+00   2.4000E-01   4.1791E-03   4.9232E-02
   5.2500E+00   2.6000E-01   4.0494E-03   4.8400E-02
   5.2500E+00   2.8000E-01   3.8963E-03   4.7344E-02
   5.2500E+00   3.0000E-01   3.7195E-03   4.6035E-02
   5.2500E+00   3.2000E-01   3.5190E-03   4.4473E-02
   5.2500E+00   3.4000E-01   3.2984E-03   4.2721E-02
   5.2500E+00   3.6000E-01   3.0409E-03   4.0479E-02
   5.2500E+00   3.8000E-01   2.7298E-03   3.7464E-02
   5.2500E+00   4.0000E-01   2.3652E-03   3.3674E-02
   5.2500E+00   4.2000E-01   1.9473E-03   2.9085E-02
   5.2500E+00   4.4000E-01   1.4689E-03   2.3160E-02
   5.2500E+00   4.6000E-01   9.2685E-04   1.5698E-02
   5.2500E+00   4.8000E-01   3.4944E-04   6.5084E-03
   5.2500E+00   5.0000E-01   0.0          0.0
   5.3500E+00   0.0          4.7173E-03   5.3592E-02
   5.3500E+00   2.0000E-02   4.7136E-03   5.3581E-02
   5.3500E+00   4.0000E-02   4.7023E-03   5.3520E-02
   5.3500E+00   6.0000E-02   4.6834E-03   5.3409E-02
   5.3500E+00   8.0000E-02   4.6570E-03   5.3247E-02
   5.3500E+00   1.0000E-01   4.6211E-03   5.3030E-02
   5.3500E+00   1.2000E-01   4.5763E-03   5.2756E-02
   5.3500E+00   1.4000E-01   4.5229E-03   5.2428E-02
   5.3500E+00   1.6000E-01   4.4608E-03   5.2044E-02
   5.3500E+00   1.8000E-01   4.3871E-03   5.1588E-02
   5.3500E+00   2.0000E-01   4.2993E-03   5.1027E-02
   5.3500E+00   2.2000E-01   4.1982E-03   5.0363E-02
   5.3500E+00   2.4000E-01   4.0839E-03   4.9597E-02
   5.3500E+00   2.6000E-01   3.9546E-03   4.8719E-02
   5.3500E+00   2.8000E-01   3.8028E-03   4.7614E-02
   5.3500E+00   3.0000E-01   3.6276E-03   4.6252E-02
   5.3500E+00   3.2000E-01   3.4289E-03   4.4634E-02
   5.3500E+00   3.4000E-01   3.2107E-03   4.2820E-02
   5.3500E+00   3.6000E-01   2.9572E-03   4.0514E-02
   5.3500E+00   3.8000E-01   2.6519E-03   3.7441E-02
   5.3500E+00   4.0000E-01   2.2946E-03   3.3601E-02
   5.3500E+00   4.2000E-01   1.8862E-03   2.8973E-02
   5.3500E+00   4.4000E-01   1.4212E-03   2.3034E-02
   5.3500E+00   4.6000E-01   8.9514E-04   1.5578E-02
   5.3500E+00   4.8000E-01   3.3775E-04   6.4543E-03
   5.3500E+00   5.0000E-01   0.0          0.0
   5.4500E+00   0.0          4.6294E-03   5.4157E-02
   5.4500E+00   2.0000E-02   4.6256E-03   5.4143E-02
   5.4500E+00   4.0000E-02   4.6143E-03   5.4077E-02
   5.4500E+00   6.0000E-02   4.5954E-03   5.3959E-02
   5.4500E+00   8.0000E-02   4.5688E-03   5.3788E-02
   5.4500E+00   1.0000E-01   4.5330E-03   5.3559E-02
   5.4500E+00   1.2000E-01   4.4882E-03   5.3269E-02
   5.4500E+00   1.4000E-01   4.4345E-03   5.2921E-02
   5.4500E+00   1.6000E-01   4.3721E-03   5.2513E-02
   5.4500E+00   1.8000E-01   4.2984E-03   5.2030E-02
   5.4500E+00   2.0000E-01   4.2109E-03   5.1439E-02
   5.4500E+00   2.2000E-01   4.1099E-03   5.0741E-02
   5.4500E+00   2.4000E-01   3.9957E-03   4.9935E-02
   5.4500E+00   2.6000E-01   3.8669E-03   4.9015E-02
   5.4500E+00   2.8000E-01   3.7163E-03   4.7864E-02
   5.4500E+00   3.0000E-01   3.5426E-03   4.6454E-02
   5.4500E+00   3.2000E-01   3.3458E-03   4.4783E-02
   5.4500E+00   3.4000E-01   3.1299E-03   4.2910E-02
   5.4500E+00   3.6000E-01   2.8800E-03   4.0545E-02
   5.4500E+00   3.8000E-01   2.5799E-03   3.7420E-02
   5.4500E+00   4.0000E-01   2.2296E-03   3.3534E-02
   5.4500E+00   4.2000E-01   1.8301E-03   2.8870E-02
   5.4500E+00   4.4000E-01   1.3773E-03   2.2919E-02
   5.4500E+00   4.6000E-01   8.6582E-04   1.5466E-02
   5.4500E+00   4.8000E-01   3.2676E-04   6.4016E-03
   5.4500E+00   5.0000E-01   0.0          0.0
   5.5500E+00   0.0          4.5475E-03   5.4695E-02
   5.5500E+00   2.0000E-02   4.5438E-03   5.4678E-02
   5.5500E+00   4.0000E-02   4.5324E-03   5.4606E-02
   5.5500E+00   6.0000E-02   4.5134E-03   5.4479E-02
   5.5500E+00   8.0000E-02   4.4868E-03   5.4298E-02
   5.5500E+00   1.0000E-01   4.4511E-03   5.4056E-02
   5.5500E+00   1.2000E-01   4.4064E-03   5.3750E-02
   5.5500E+00   1.4000E-01   4.3526E-03   5.3381E-02
   5.5500E+00   1.6000E-01   4.2899E-03   5.2950E-02
   5.5500E+00   1.8000E-01   4.2164E-03   5.2441E-02
   5.5500E+00   2.0000E-01   4.1292E-03   5.1822E-02
   5.5500E+00   2.2000E-01   4.0285E-03   5.1091E-02
   5.5500E+00   2.4000E-01   3.9144E-03   5.0248E-02
   5.5500E+00   2.6000E-01   3.7862E-03   4.9288E-02
   5.5500E+00   2.8000E-01   3.6368E-03   4.8095E-02
   5.5500E+00   3.0000E-01   3.4647E-03   4.6639E-02
   5.5500E+00   3.2000E-01   3.2697E-03   4.4920E-02
   5.5500E+00   3.4000E-01   3.0559E-03   4.2992E-02
   5.5500E+00   3.6000E-01   2.8091E-03   4.0573E-02
   5.5500E+00   3.8000E-01   2.5139E-03   3.7400E-02
   5.5500E+00   4.0000E-01   2.1702E-03   3.3474E-02
   5.5500E+00   4.2000E-01   1.7791E-03   2.8778E-02
   5.5500E+00   4.4000E-01   1.3373E-03   2.2813E-02
   5.5500E+00   4.6000E-01   8.3892E-04   1.5362E-02
   5.5500E+00   4.8000E-01   3.1647E-04   6.3503E-03
   5.5500E+00   5.0000E-01   0.0          0.0
   5.6500E+00   0.0          4.4717E-03   5.5207E-02
   5.6500E+00   2.0000E-02   4.4679E-03   5.5184E-02
   5.6500E+00   4.0000E-02   4.4566E-03   5.5104E-02
   5.6500E+00   6.0000E-02   4.4376E-03   5.4968E-02
   5.6500E+00   8.0000E-02   4.4109E-03   5.4775E-02
   5.6500E+00   1.0000E-01   4.3755E-03   5.4520E-02
   5.6500E+00   1.2000E-01   4.3308E-03   5.4198E-02
   5.6500E+00   1.4000E-01   4.2771E-03   5.3810E-02
   5.6500E+00   1.6000E-01   4.2142E-03   5.3354E-02
   5.6500E+00   1.8000E-01   4.1410E-03   5.2821E-02
   5.6500E+00   2.0000E-01   4.0542E-03   5.2175E-02
   5.6500E+00   2.2000E-01   3.9539E-03   5.1413E-02
   5.6500E+00   2.4000E-01   3.8400E-03   5.0534E-02
   5.6500E+00   2.6000E-01   3.7124E-03   4.9537E-02
   5.6500E+00   2.8000E-01   3.5643E-03   4.8306E-02
   5.6500E+00   3.0000E-01   3.3937E-03   4.6808E-02
   5.6500E+00   3.2000E-01   3.2006E-03   4.5043E-02
   5.6500E+00   3.4000E-01   2.9887E-03   4.3065E-02
   5.6500E+00   3.6000E-01   2.7447E-03   4.0596E-02
   5.6500E+00   3.8000E-01   2.4539E-03   3.7381E-02
   5.6500E+00   4.0000E-01   2.1163E-03   3.3419E-02
   5.6500E+00   4.2000E-01   1.7331E-03   2.8696E-02
   5.6500E+00   4.4000E-01   1.3011E-03   2.2718E-02
   5.6500E+00   4.6000E-01   8.1443E-04   1.5266E-02
   5.6500E+00   4.8000E-01   3.0688E-04   6.3005E-03
   5.6500E+00   5.0000E-01   0.0          0.0
   5.7500E+00   0.0          4.4019E-03   5.5691E-02
   5.7500E+00   2.0000E-02   4.3982E-03   5.5662E-02
   5.7500E+00   4.0000E-02   4.3868E-03   5.5574E-02
   5.7500E+00   6.0000E-02   4.3678E-03   5.5426E-02
   5.7500E+00   8.0000E-02   4.3411E-03   5.5220E-02
   5.7500E+00   1.0000E-01   4.3060E-03   5.4953E-02
   5.7500E+00   1.2000E-01   4.2616E-03   5.4615E-02
   5.7500E+00   1.4000E-01   4.2080E-03   5.4206E-02
   5.7500E+00   1.6000E-01   4.1450E-03   5.3726E-02
   5.7500E+00   1.8000E-01   4.0722E-03   5.3170E-02
   5.7500E+00   2.0000E-01   3.9860E-03   5.2499E-02
   5.7500E+00   2.2000E-01   3.8862E-03   5.1707E-02
   5.7500E+00   2.4000E-01   3.7726E-03   5.0795E-02
   5.7500E+00   2.6000E-01   3.6457E-03   4.9764E-02
   5.7500E+00   2.8000E-01   3.4988E-03   4.8497E-02
   5.7500E+00   3.0000E-01   3.3297E-03   4.6961E-02
   5.7500E+00   3.2000E-01   3.1385E-03   4.5154E-02
   5.7500E+00   3.4000E-01   2.9284E-03   4.3130E-02
   5.7500E+00   3.6000E-01   2.6867E-03   4.0616E-02
   5.7500E+00   3.8000E-01   2.3999E-03   3.7363E-02
   5.7500E+00   4.0000E-01   2.0681E-03   3.3370E-02
   5.7500E+00   4.2000E-01   1.6922E-03   2.8624E-02
   5.7500E+00   4.4000E-01   1.2687E-03   2.2634E-02
   5.7500E+00   4.6000E-01   7.9234E-04   1.5176E-02
   5.7500E+00   4.8000E-01   2.9800E-04   6.2521E-03
   5.7500E+00   5.0000E-01   0.0          0.0
   5.8500E+00   0.0          4.3382E-03   5.6148E-02
   5.8500E+00   2.0000E-02   4.3345E-03   5.6112E-02
   5.8500E+00   4.0000E-02   4.3232E-03   5.6014E-02
   5.8500E+00   6.0000E-02   4.3042E-03   5.5854E-02
   5.8500E+00   8.0000E-02   4.2774E-03   5.5634E-02
   5.8500E+00   1.0000E-01   4.2427E-03   5.5353E-02
   5.8500E+00   1.2000E-01   4.1987E-03   5.4998E-02
   5.8500E+00   1.4000E-01   4.1452E-03   5.4569E-02
   5.8500E+00   1.6000E-01   4.0823E-03   5.4065E-02
   5.8500E+00   1.8000E-01   4.0100E-03   5.3487E-02
   5.8500E+00   2.0000E-01   3.9245E-03   5.2793E-02
   5.8500E+00   2.2000E-01   3.8253E-03   5.1974E-02
   5.8500E+00   2.4000E-01   3.7122E-03   5.1030E-02
   5.8500E+00   2.6000E-01   3.5860E-03   4.9967E-02
   5.8500E+00   2.8000E-01   3.4402E-03   4.8669E-02
   5.8500E+00   3.0000E-01   3.2727E-03   4.7097E-02
   5.8500E+00   3.2000E-01   3.0834E-03   4.5253E-02
   5.8500E+00   3.4000E-01   2.8749E-03   4.3186E-02
   5.8500E+00   3.6000E-01   2.6351E-03   4.0632E-02
   5.8500E+00   3.8000E-01   2.3519E-03   3.7346E-02
   5.8500E+00   4.0000E-01   2.0254E-03   3.3327E-02
   5.8500E+00   4.2000E-01   1.6563E-03   2.8561E-02
   5.8500E+00   4.4000E-01   1.2402E-03   2.2559E-02
   5.8500E+00   4.6000E-01   7.7266E-04   1.5095E-02
   5.8500E+00   4.8000E-01   2.8981E-04   6.2050E-03
   5.8500E+00   5.0000E-01   0.0          0.0
   5.9500E+00   0.0          4.2805E-03   5.6579E-02
   5.9500E+00   2.0000E-02   4.2769E-03   5.6533E-02
   5.9500E+00   4.0000E-02   4.2656E-03   5.6424E-02
   5.9500E+00   6.0000E-02   4.2466E-03   5.6251E-02
   5.9500E+00   8.0000E-02   4.2199E-03   5.6015E-02
   5.9500E+00   1.0000E-01   4.1857E-03   5.5721E-02
   5.9500E+00   1.2000E-01   4.1420E-03   5.5350E-02
   5.9500E+00   1.4000E-01   4.0889E-03   5.4901E-02
   5.9500E+00   1.6000E-01   4.0261E-03   5.4372E-02
   5.9500E+00   1.8000E-01   3.9544E-03   5.3773E-02
   5.9500E+00   2.0000E-01   3.8697E-03   5.3058E-02
   5.9500E+00   2.2000E-01   3.7712E-03   5.2213E-02
   5.9500E+00   2.4000E-01   3.6587E-03   5.1238E-02
   5.9500E+00   2.6000E-01   3.5332E-03   5.0146E-02
   5.9500E+00   2.8000E-01   3.3887E-03   4.8821E-02
   5.9500E+00   3.0000E-01   3.2227E-03   4.7218E-02
   5.9500E+00   3.2000E-01   3.0352E-03   4.5339E-02
   5.9500E+00   3.4000E-01   2.8283E-03   4.3234E-02
   5.9500E+00   3.6000E-01   2.5900E-03   4.0644E-02
   5.9500E+00   3.8000E-01   2.3099E-03   3.7330E-02
   5.9500E+00   4.0000E-01   1.9883E-03   3.3289E-02
   5.9500E+00   4.2000E-01   1.6255E-03   2.8509E-02
   5.9500E+00   4.4000E-01   1.2156E-03   2.2495E-02
   5.9500E+00   4.6000E-01   7.5539E-04   1.5021E-02
   5.9500E+00   4.8000E-01   2.8233E-04   6.1595E-03
   5.9500E+00   5.0000E-01   0.0          0.0
   6.0500E+00   0.0          4.2539E-03   5.6784E-02
   6.0500E+00   2.0000E-02   4.2504E-03   5.6733E-02
   6.0500E+00   4.0000E-02   4.2391E-03   5.6618E-02
   6.0500E+00   6.0000E-02   4.2201E-03   5.6438E-02
   6.0500E+00   8.0000E-02   4.1934E-03   5.6194E-02
   6.0500E+00   1.0000E-01   4.1594E-03   5.5893E-02
   6.0500E+00   1.2000E-01   4.1161E-03   5.5514E-02
   6.0500E+00   1.4000E-01   4.0631E-03   5.5054E-02
   6.0500E+00   1.6000E-01   4.0005E-03   5.4514E-02
   6.0500E+00   1.8000E-01   3.9290E-03   5.3905E-02
   6.0500E+00   2.0000E-01   3.8449E-03   5.3179E-02
   6.0500E+00   2.2000E-01   3.7467E-03   5.2322E-02
   6.0500E+00   2.4000E-01   3.6346E-03   5.1333E-02
   6.0500E+00   2.6000E-01   3.5095E-03   5.0227E-02
   6.0500E+00   2.8000E-01   3.3655E-03   4.8889E-02
   6.0500E+00   3.0000E-01   3.2003E-03   4.7272E-02
   6.0500E+00   3.2000E-01   3.0138E-03   4.5377E-02
   6.0500E+00   3.4000E-01   2.8075E-03   4.3254E-02
   6.0500E+00   3.6000E-01   2.5698E-03   4.0649E-02
   6.0500E+00   3.8000E-01   2.2912E-03   3.7322E-02
   6.0500E+00   4.0000E-01   1.9718E-03   3.3273E-02
   6.0500E+00   4.2000E-01   1.6119E-03   2.8487E-02
   6.0500E+00   4.4000E-01   1.2047E-03   2.2467E-02
   6.0500E+00   4.6000E-01   7.4766E-04   1.4987E-02
   6.0500E+00   4.8000E-01   2.7886E-04   6.1373E-03
   6.0500E+00   5.0000E-01   0.0          0.0


* * * * * * * * * * * * * *
